response,QualtricsID,overall_pleasantness,trial_id,invalid_trial
R_7D5CyBlRpKaBWlr,Q141_1,-81.0,1_21_O,
R_3FSbLaIbYu79r78,Q141_1,-8.0,1_21_O,
R_3TiyiRowq9eTX8J,Q141_1,-17.0,1_21_O,
R_5e50bw1UZocht0y,Q141_1,-60.0,1_21_O,
R_3G3Y6hfZSzdgBIk,Q141_1,-67.0,1_21_O,
R_5HSUjAwXWAqyfxD,Q141_1,-72.0,1_21_O,
R_1FQflkMldupaWLW,Q141_1,9.0,1_21_O,
R_6ZNxkJ8czyVt7E1,Q141_1,-9.0,1_21_O,
R_322x31PwAj0M5GN,Q141_1,-13.0,1_21_O,
R_7wp3WmD3UFSKp9M,Q141_1,-65.0,1_21_O,
R_1TxCWzBLCRYWFYl,Q141_1,1.0,1_21_O,
R_7TuVgZfkHx9dFMD,Q141_1,-13.0,1_21_O,
R_3np9puN9JlT7IH3,Q141_1,66.0,1_21_O,
R_3nj2UiAJ34Y31tv,Q141_1,-16.0,1_21_O,
R_7ajSdUpZgksrXjz,Q141_1,-53.0,1_21_O,
R_1cnhbMhuECa9fX5,Q141_1,33.0,1_21_O,
R_7Lu4QIq3X8HK6A4,Q141_1,42.0,1_21_O,
R_7UgTFkj1C6rNo5k,Q141_1,-24.0,1_21_O,
R_7qW0qJgzLWxGmIp,Q141_1,-24.0,1_21_O,
R_54vZUwQFpC5yYnU,Q141_1,-14.0,1_21_O,
R_5sShiW4FtJ2iJft,Q141_1,-14.0,1_21_O,
R_6pU0piaLpro8dYR,Q141_1,-13.0,1_21_O,
R_11hm6t4X5BgCJer,Q141_1,59.0,1_21_O,
R_3SlsEB84RFtsYaB,Q141_1,-11.0,1_21_O,
R_7TYziOVIPnw7Tt7,Q141_1,48.0,1_21_O,
R_3QgBlGFmAXQOOYo,Q141_1,19.0,1_21_O,
R_5exvTvnYGQxYHmk,Q141_1,-8.0,1_21_O,
R_6qiVb9WslcV95D3,Q141_1,31.0,1_21_O,
R_3CkdS2pAdeypu10,Q141_1,8.0,1_21_O,
R_7rHfkVNs7QHbLag,Q141_1,39.0,1_21_O,
R_1CCTScrn2uMkLvQ,Q141_1,-34.0,1_21_O,
R_3lzeKfKWfV13bsI,Q141_1,-7.0,1_21_O,
R_7q3oA2eiv1mVVXV,Q141_1,-40.0,1_21_O,
R_3VvBfjYi2GDlIIN,Q141_1,15.0,1_21_O,
R_3ZUuSnuIJLb5zgZ,Q141_1,14.0,1_21_O,
R_72zc1kJ2g5kjTOH,Q141_1,-48.0,1_21_O,
R_73llbEZEiEOM6dM,Q141_1,14.0,1_21_O,
R_5xIPzVntMqAeUQ9,Q141_1,-1.0,1_21_O,
R_5GePeLf7FEDRdre,Q141_1,-11.0,1_21_O,
R_6lIRnXl5iQUgYpj,Q141_1,-11.0,1_21_O,
R_3jpqjgXjaRUGHCx,Q141_1,-16.0,1_21_O,
R_5By4YMKhNg17YVn,Q141_1,-45.0,1_21_O,
R_5RjPUCAz9Tjz4Co,Q141_1,49.0,1_21_O,
R_1NERt9E2i9XZDVC,Q141_1,-83.0,1_21_O,
R_1rrqhIVOa2CidYB,Q141_1,0.0,1_21_O,
R_17sqFUGKskSfCfu,Q141_1,29.0,1_21_O,
R_1JOYHQs6EmxyUbv,Q141_1,0.0,1_21_O,
R_5COrRguDcQhsanw,Q141_1,82.0,1_21_O,
R_5nyjrWnBQAAly1P,Q141_1,-29.0,1_21_O,
R_3N2GrWz9K9xZojW,Q141_1,-47.0,1_21_O,
R_5dW9uuSSmK2iAff,Q141_1,-85.0,1_21_O,
R_3uFR5h8zXLFLHLb,Q141_1,-62.0,1_21_O,
R_1cTk4JpFTveIkoz,Q141_1,20.0,1_21_O,
R_6UW0Lrs0Xg0m5PN,Q141_1,0.0,1_21_O,
R_3uGD1JnZB7R76et,Q141_1,21.0,1_21_O,
R_1lLczv84whbk80U,Q141_1,17.0,1_21_O,
R_1Id5qj62HUwiyBm,Q141_1,10.0,1_21_O,
R_1dsJS0UUWqDvId3,Q141_1,3.0,1_21_O,
R_5hQ2E2VT84LrZSf,Q141_1,13.0,1_21_O,
R_3qoYnwai4eDTGkp,Q141_1,29.0,1_21_O,
R_5QFSUrEAbuWXQZ3,Q141_1,39.0,1_21_O,
R_342jRMCUa8BrKAF,Q141_1,64.0,1_21_O,
R_3EgstgVxibvqfeh,Q141_1,-20.0,1_21_O,
R_6gz8jeGkaIWjWUh,Q141_1,43.0,1_21_O,
R_6efcBElj6FCvBmV,Q153_1,15.0,1_25_S,
R_75rcpr2IJ8FQlt7,Q153_1,-18.0,1_25_S,
R_6ONTIhMg73HcsJO,Q153_1,4.0,1_25_S,
R_7PLFHJcP1sCHknL,Q153_1,-48.0,1_25_S,
R_5QgKsFptfykYF2a,Q153_1,25.0,1_25_S,
R_3rBtmvEFGlA2euY,Q153_1,5.0,1_25_S,
R_7YYzxAhoTh0JzDz,Q153_1,-9.0,1_25_S,
R_5el6gvrcCYCt9gm,Q153_1,-6.0,1_25_S,
R_1cS00YwPv0qYkwf,Q153_1,11.0,1_25_S,
R_5BQMO4HCVitDKDr,Q153_1,66.0,1_25_S,
R_7D5CyBlRpKaBWlr,Q153_1,-82.0,1_25_S,
R_3FSbLaIbYu79r78,Q153_1,-29.0,1_25_S,
R_3TiyiRowq9eTX8J,Q153_1,21.0,1_25_S,
R_5e50bw1UZocht0y,Q153_1,-14.0,1_25_S,
R_3G3Y6hfZSzdgBIk,Q153_1,-91.0,1_25_S,
R_5HSUjAwXWAqyfxD,Q153_1,-32.0,1_25_S,
R_53uQeWN39gLkXLP,Q153_1,71.0,1_25_S,
R_3mqn53rHOjfcngB,Q153_1,-28.0,1_25_S,
R_1FQflkMldupaWLW,Q153_1,-27.0,1_25_S,
R_6ZNxkJ8czyVt7E1,Q153_1,5.0,1_25_S,
R_322x31PwAj0M5GN,Q153_1,42.0,1_25_S,
R_7wp3WmD3UFSKp9M,Q153_1,-50.0,1_25_S,
R_62Rs0EUUEsYnwXI,Q153_1,-39.0,1_25_S,
R_1TxCWzBLCRYWFYl,Q153_1,-50.0,1_25_S,
R_7TuVgZfkHx9dFMD,Q153_1,27.0,1_25_S,
R_3np9puN9JlT7IH3,Q153_1,-34.0,1_25_S,
R_3GO2G8l7RjVyHoR,Q153_1,-3.0,1_25_S,
R_3nj2UiAJ34Y31tv,Q153_1,10.0,1_25_S,
R_71gVwQQYAqAD4GH,Q153_1,-59.0,1_25_S,
R_1cnhbMhuECa9fX5,Q153_1,46.0,1_25_S,
R_7Lu4QIq3X8HK6A4,Q153_1,5.0,1_25_S,
R_7UgTFkj1C6rNo5k,Q153_1,59.0,1_25_S,
R_7qW0qJgzLWxGmIp,Q153_1,-1.0,1_25_S,
R_54vZUwQFpC5yYnU,Q153_1,-10.0,1_25_S,
R_5sShiW4FtJ2iJft,Q153_1,-6.0,1_25_S,
R_6pU0piaLpro8dYR,Q153_1,12.0,1_25_S,
R_11hm6t4X5BgCJer,Q153_1,-13.0,1_25_S,
R_3SlsEB84RFtsYaB,Q153_1,-24.0,1_25_S,
R_7TYziOVIPnw7Tt7,Q153_1,-34.0,1_25_S,
R_3QgBlGFmAXQOOYo,Q153_1,0.0,1_25_S,
R_5exvTvnYGQxYHmk,Q153_1,-34.0,1_25_S,
R_6qiVb9WslcV95D3,Q153_1,-32.0,1_25_S,
R_3CkdS2pAdeypu10,Q153_1,3.0,1_25_S,
R_7rHfkVNs7QHbLag,Q153_1,35.0,1_25_S,
R_1CCTScrn2uMkLvQ,Q153_1,-94.0,1_25_S,
R_3lzeKfKWfV13bsI,Q153_1,-14.0,1_25_S,
R_7q3oA2eiv1mVVXV,Q153_1,-4.0,1_25_S,
R_3VvBfjYi2GDlIIN,Q153_1,-27.0,1_25_S,
R_6QopCGKzit4HLkS,Q153_1,0.0,1_25_S,
R_3ZUuSnuIJLb5zgZ,Q153_1,-38.0,1_25_S,
R_72zc1kJ2g5kjTOH,Q153_1,-15.0,1_25_S,
R_73llbEZEiEOM6dM,Q153_1,7.0,1_25_S,
R_5xIPzVntMqAeUQ9,Q153_1,-22.0,1_25_S,
R_5GePeLf7FEDRdre,Q153_1,16.0,1_25_S,
R_6lIRnXl5iQUgYpj,Q153_1,-45.0,1_25_S,
R_3jpqjgXjaRUGHCx,Q153_1,-16.0,1_25_S,
R_5By4YMKhNg17YVn,Q153_1,-89.0,1_25_S,
R_1NERt9E2i9XZDVC,Q153_1,-29.0,1_25_S,
R_1rrqhIVOa2CidYB,Q153_1,0.0,1_25_S,
R_17sqFUGKskSfCfu,Q153_1,-21.0,1_25_S,
R_1JOYHQs6EmxyUbv,Q153_1,71.0,1_25_S,
R_5COrRguDcQhsanw,Q153_1,84.0,1_25_S,
R_5nyjrWnBQAAly1P,Q153_1,-30.0,1_25_S,
R_3N2GrWz9K9xZojW,Q153_1,9.0,1_25_S,
R_5dW9uuSSmK2iAff,Q153_1,-29.0,1_25_S,
R_1cTk4JpFTveIkoz,Q153_1,-82.0,1_25_S,
R_6UW0Lrs0Xg0m5PN,Q153_1,97.0,1_25_S,
R_3tFLQZzQgMqNqW5,Q153_1,-6.0,1_25_S,
R_3uGD1JnZB7R76et,Q153_1,-79.0,1_25_S,
R_5EuWWZqyvedjNXe,Q153_1,-11.0,1_25_S,
R_1lLczv84whbk80U,Q153_1,11.0,1_25_S,
R_1Id5qj62HUwiyBm,Q153_1,7.0,1_25_S,
R_1zfiymtsGq0Wgsp,Q153_1,-8.0,1_25_S,
R_1dsJS0UUWqDvId3,Q153_1,24.0,1_25_S,
R_5hQ2E2VT84LrZSf,Q153_1,17.0,1_25_S,
R_5QFSUrEAbuWXQZ3,Q153_1,-13.0,1_25_S,
R_342jRMCUa8BrKAF,Q153_1,54.0,1_25_S,
R_3EgstgVxibvqfeh,Q153_1,10.0,1_25_S,
R_7Fg1XuwBBdNO5lH,Q169_1,-55.0,1_29_O,
R_6efcBElj6FCvBmV,Q169_1,28.0,1_29_O,
R_75rcpr2IJ8FQlt7,Q169_1,-14.0,1_29_O,
R_6ONTIhMg73HcsJO,Q169_1,1.0,1_29_O,
R_7PLFHJcP1sCHknL,Q169_1,70.0,1_29_O,
R_5QgKsFptfykYF2a,Q169_1,26.0,1_29_O,
R_3rBtmvEFGlA2euY,Q169_1,3.0,1_29_O,
R_7YYzxAhoTh0JzDz,Q169_1,-16.0,1_29_O,
R_5el6gvrcCYCt9gm,Q169_1,11.0,1_29_O,
R_1cS00YwPv0qYkwf,Q169_1,5.0,1_29_O,
R_6CPHrtuj7SP8UUC,Q169_1,-22.0,1_29_O,
R_5BQMO4HCVitDKDr,Q169_1,41.0,1_29_O,
R_7D5CyBlRpKaBWlr,Q169_1,-74.0,1_29_O,
R_3FSbLaIbYu79r78,Q169_1,-14.0,1_29_O,
R_3TiyiRowq9eTX8J,Q169_1,17.0,1_29_O,
R_6anxUAYCOl9WRmc,Q169_1,15.0,1_29_O,
R_5e50bw1UZocht0y,Q169_1,-7.0,1_29_O,
R_3G3Y6hfZSzdgBIk,Q169_1,-25.0,1_29_O,
R_5HSUjAwXWAqyfxD,Q169_1,-87.0,1_29_O,
R_3mqn53rHOjfcngB,Q169_1,21.0,1_29_O,
R_1FQflkMldupaWLW,Q169_1,60.0,1_29_O,
R_6ZNxkJ8czyVt7E1,Q169_1,12.0,1_29_O,
R_322x31PwAj0M5GN,Q169_1,11.0,1_29_O,
R_7wp3WmD3UFSKp9M,Q169_1,-30.0,1_29_O,
R_62Rs0EUUEsYnwXI,Q169_1,-40.0,1_29_O,
R_1TxCWzBLCRYWFYl,Q169_1,-49.0,1_29_O,
R_7TuVgZfkHx9dFMD,Q169_1,-57.0,1_29_O,
R_3np9puN9JlT7IH3,Q169_1,35.0,1_29_O,
R_36lHnpb15HnFYdh,Q169_1,9.0,1_29_O,
R_3nj2UiAJ34Y31tv,Q169_1,-50.0,1_29_O,
R_7ajSdUpZgksrXjz,Q169_1,20.0,1_29_O,
R_1cnhbMhuECa9fX5,Q169_1,9.0,1_29_O,
R_57mv6qMHJatnktk,Q169_1,8.0,1_29_O,
R_7UgTFkj1C6rNo5k,Q169_1,16.0,1_29_O,
R_54vZUwQFpC5yYnU,Q169_1,12.0,1_29_O,
R_6pU0piaLpro8dYR,Q169_1,-9.0,1_29_O,
R_11hm6t4X5BgCJer,Q169_1,61.0,1_29_O,
R_3SlsEB84RFtsYaB,Q169_1,-13.0,1_29_O,
R_7TYziOVIPnw7Tt7,Q169_1,-64.0,1_29_O,
R_3QgBlGFmAXQOOYo,Q169_1,39.0,1_29_O,
R_5exvTvnYGQxYHmk,Q169_1,38.0,1_29_O,
R_6qiVb9WslcV95D3,Q169_1,-62.0,1_29_O,
R_3CkdS2pAdeypu10,Q169_1,-50.0,1_29_O,
R_7rHfkVNs7QHbLag,Q169_1,-9.0,1_29_O,
R_1CCTScrn2uMkLvQ,Q169_1,-21.0,1_29_O,
R_3lzeKfKWfV13bsI,Q169_1,-40.0,1_29_O,
R_7q3oA2eiv1mVVXV,Q169_1,-17.0,1_29_O,
R_3VvBfjYi2GDlIIN,Q169_1,-13.0,1_29_O,
R_3ZUuSnuIJLb5zgZ,Q169_1,-21.0,1_29_O,
R_72zc1kJ2g5kjTOH,Q169_1,-44.0,1_29_O,
R_73llbEZEiEOM6dM,Q169_1,5.0,1_29_O,
R_5xIPzVntMqAeUQ9,Q169_1,-11.0,1_29_O,
R_5GePeLf7FEDRdre,Q169_1,26.0,1_29_O,
R_6lIRnXl5iQUgYpj,Q169_1,-16.0,1_29_O,
R_3jpqjgXjaRUGHCx,Q169_1,-13.0,1_29_O,
R_5By4YMKhNg17YVn,Q169_1,-100.0,1_29_O,
R_1NERt9E2i9XZDVC,Q169_1,-44.0,1_29_O,
R_1rrqhIVOa2CidYB,Q169_1,-21.0,1_29_O,
R_17sqFUGKskSfCfu,Q169_1,28.0,1_29_O,
R_1JOYHQs6EmxyUbv,Q169_1,54.0,1_29_O,
R_5COrRguDcQhsanw,Q169_1,88.0,1_29_O,
R_5nyjrWnBQAAly1P,Q169_1,-13.0,1_29_O,
R_5dW9uuSSmK2iAff,Q169_1,-16.0,1_29_O,
R_1cTk4JpFTveIkoz,Q169_1,3.0,1_29_O,
R_6UW0Lrs0Xg0m5PN,Q169_1,16.0,1_29_O,
R_1DP2enDFn5QykNB,Q169_1,9.0,1_29_O,
R_3tFLQZzQgMqNqW5,Q169_1,-52.0,1_29_O,
R_3uGD1JnZB7R76et,Q169_1,-19.0,1_29_O,
R_5EuWWZqyvedjNXe,Q169_1,15.0,1_29_O,
R_1lLczv84whbk80U,Q169_1,21.0,1_29_O,
R_1Id5qj62HUwiyBm,Q169_1,11.0,1_29_O,
R_1zfiymtsGq0Wgsp,Q169_1,52.0,1_29_O,
R_1dsJS0UUWqDvId3,Q169_1,-25.0,1_29_O,
R_5hQ2E2VT84LrZSf,Q169_1,-54.0,1_29_O,
R_39bn3d5gFOxzYMr,Q169_1,-51.0,1_29_O,
R_3qoYnwai4eDTGkp,Q169_1,53.0,1_29_O,
R_5QFSUrEAbuWXQZ3,Q169_1,4.0,1_29_O,
R_342jRMCUa8BrKAF,Q169_1,27.0,1_29_O,
R_3EgstgVxibvqfeh,Q169_1,23.0,1_29_O,
R_6gz8jeGkaIWjWUh,Q169_1,-47.0,1_29_O,
R_6efcBElj6FCvBmV,Q201_1,6.0,2_40_O,
R_75rcpr2IJ8FQlt7,Q201_1,49.0,2_40_O,
R_6ONTIhMg73HcsJO,Q201_1,8.0,2_40_O,
R_7PLFHJcP1sCHknL,Q201_1,31.0,2_40_O,
R_5QgKsFptfykYF2a,Q201_1,33.0,2_40_O,
R_3rBtmvEFGlA2euY,Q201_1,0.0,2_40_O,
R_7YYzxAhoTh0JzDz,Q201_1,-9.0,2_40_O,
R_5el6gvrcCYCt9gm,Q201_1,69.0,2_40_O,
R_6CPHrtuj7SP8UUC,Q201_1,10.0,2_40_O,
R_5BQMO4HCVitDKDr,Q201_1,76.0,2_40_O,
R_7D5CyBlRpKaBWlr,Q201_1,65.0,2_40_O,
R_3FSbLaIbYu79r78,Q201_1,42.0,2_40_O,
R_3TiyiRowq9eTX8J,Q201_1,19.0,2_40_O,
R_5e50bw1UZocht0y,Q201_1,-38.0,2_40_O,
R_3G3Y6hfZSzdgBIk,Q201_1,23.0,2_40_O,
R_5HSUjAwXWAqyfxD,Q201_1,52.0,2_40_O,
R_53uQeWN39gLkXLP,Q201_1,49.0,2_40_O,
R_1FQflkMldupaWLW,Q201_1,47.0,2_40_O,
R_6ZNxkJ8czyVt7E1,Q201_1,45.0,2_40_O,
R_322x31PwAj0M5GN,Q201_1,21.0,2_40_O,
R_7wp3WmD3UFSKp9M,Q201_1,35.0,2_40_O,
R_62Rs0EUUEsYnwXI,Q201_1,-24.0,2_40_O,
R_1TxCWzBLCRYWFYl,Q201_1,48.0,2_40_O,
R_7TuVgZfkHx9dFMD,Q201_1,68.0,2_40_O,
R_3np9puN9JlT7IH3,Q201_1,19.0,2_40_O,
R_36lHnpb15HnFYdh,Q201_1,12.0,2_40_O,
R_3nj2UiAJ34Y31tv,Q201_1,-16.0,2_40_O,
R_7ajSdUpZgksrXjz,Q201_1,40.0,2_40_O,
R_1cnhbMhuECa9fX5,Q201_1,100.0,2_40_O,
R_7Lu4QIq3X8HK6A4,Q201_1,43.0,2_40_O,
R_7UgTFkj1C6rNo5k,Q201_1,32.0,2_40_O,
R_7qW0qJgzLWxGmIp,Q201_1,100.0,2_40_O,
R_54vZUwQFpC5yYnU,Q201_1,23.0,2_40_O,
R_11hm6t4X5BgCJer,Q201_1,45.0,2_40_O,
R_3SlsEB84RFtsYaB,Q201_1,8.0,2_40_O,
R_7TYziOVIPnw7Tt7,Q201_1,33.0,2_40_O,
R_3QgBlGFmAXQOOYo,Q201_1,21.0,2_40_O,
R_5exvTvnYGQxYHmk,Q201_1,1.0,2_40_O,
R_6qiVb9WslcV95D3,Q201_1,-34.0,2_40_O,
R_3CkdS2pAdeypu10,Q201_1,26.0,2_40_O,
R_1CCTScrn2uMkLvQ,Q201_1,21.0,2_40_O,
R_3lzeKfKWfV13bsI,Q201_1,9.0,2_40_O,
R_7q3oA2eiv1mVVXV,Q201_1,49.0,2_40_O,
R_3VvBfjYi2GDlIIN,Q201_1,52.0,2_40_O,
R_6QopCGKzit4HLkS,Q201_1,0.0,2_40_O,
R_3ZUuSnuIJLb5zgZ,Q201_1,37.0,2_40_O,
R_72zc1kJ2g5kjTOH,Q201_1,25.0,2_40_O,
R_73llbEZEiEOM6dM,Q201_1,12.0,2_40_O,
R_5xIPzVntMqAeUQ9,Q201_1,5.0,2_40_O,
R_5GePeLf7FEDRdre,Q201_1,17.0,2_40_O,
R_6lIRnXl5iQUgYpj,Q201_1,6.0,2_40_O,
R_3jpqjgXjaRUGHCx,Q201_1,9.0,2_40_O,
R_5RjPUCAz9Tjz4Co,Q201_1,84.0,2_40_O,
R_1NERt9E2i9XZDVC,Q201_1,-13.0,2_40_O,
R_1rrqhIVOa2CidYB,Q201_1,31.0,2_40_O,
R_17sqFUGKskSfCfu,Q201_1,52.0,2_40_O,
R_1JOYHQs6EmxyUbv,Q201_1,60.0,2_40_O,
R_5COrRguDcQhsanw,Q201_1,68.0,2_40_O,
R_5nyjrWnBQAAly1P,Q201_1,14.0,2_40_O,
R_3N2GrWz9K9xZojW,Q201_1,-19.0,2_40_O,
R_5dW9uuSSmK2iAff,Q201_1,8.0,2_40_O,
R_6UW0Lrs0Xg0m5PN,Q201_1,75.0,2_40_O,
R_3egcrtAzyscZ7O6,Q201_1,19.0,2_40_O,
R_3tFLQZzQgMqNqW5,Q201_1,81.0,2_40_O,
R_3uGD1JnZB7R76et,Q201_1,39.0,2_40_O,
R_1lLczv84whbk80U,Q201_1,18.0,2_40_O,
R_1Id5qj62HUwiyBm,Q201_1,15.0,2_40_O,
R_1zfiymtsGq0Wgsp,Q201_1,48.0,2_40_O,
R_1dsJS0UUWqDvId3,Q201_1,61.0,2_40_O,
R_5hQ2E2VT84LrZSf,Q201_1,13.0,2_40_O,
R_5QFSUrEAbuWXQZ3,Q201_1,64.0,2_40_O,
R_3EgstgVxibvqfeh,Q201_1,28.0,2_40_O,
R_6gz8jeGkaIWjWUh,Q201_1,-36.0,2_40_O,
R_6efcBElj6FCvBmV,Q185_1,40.0,2_70_O,
R_75rcpr2IJ8FQlt7,Q185_1,67.0,2_70_O,
R_6ONTIhMg73HcsJO,Q185_1,73.0,2_70_O,
R_7PLFHJcP1sCHknL,Q185_1,38.0,2_70_O,
R_5QgKsFptfykYF2a,Q185_1,43.0,2_70_O,
R_3rBtmvEFGlA2euY,Q185_1,8.0,2_70_O,
R_7YYzxAhoTh0JzDz,Q185_1,6.0,2_70_O,
R_5el6gvrcCYCt9gm,Q185_1,65.0,2_70_O,
R_1cS00YwPv0qYkwf,Q185_1,45.0,2_70_O,
R_6CPHrtuj7SP8UUC,Q185_1,70.0,2_70_O,
R_5BQMO4HCVitDKDr,Q185_1,58.0,2_70_O,
R_7D5CyBlRpKaBWlr,Q185_1,39.0,2_70_O,
R_3FSbLaIbYu79r78,Q185_1,7.0,2_70_O,
R_3TiyiRowq9eTX8J,Q185_1,23.0,2_70_O,
R_5e50bw1UZocht0y,Q185_1,-47.0,2_70_O,
R_3G3Y6hfZSzdgBIk,Q185_1,57.0,2_70_O,
R_5HSUjAwXWAqyfxD,Q185_1,12.0,2_70_O,
R_53uQeWN39gLkXLP,Q185_1,-56.0,2_70_O,
R_3mqn53rHOjfcngB,Q185_1,97.0,2_70_O,
R_1FQflkMldupaWLW,Q185_1,95.0,2_70_O,
R_6ZNxkJ8czyVt7E1,Q185_1,34.0,2_70_O,
R_322x31PwAj0M5GN,Q185_1,30.0,2_70_O,
R_7wp3WmD3UFSKp9M,Q185_1,52.0,2_70_O,
R_62Rs0EUUEsYnwXI,Q185_1,-18.0,2_70_O,
R_1TxCWzBLCRYWFYl,Q185_1,76.0,2_70_O,
R_7TuVgZfkHx9dFMD,Q185_1,74.0,2_70_O,
R_3np9puN9JlT7IH3,Q185_1,30.0,2_70_O,
R_36lHnpb15HnFYdh,Q185_1,24.0,2_70_O,
R_3nj2UiAJ34Y31tv,Q185_1,29.0,2_70_O,
R_7ajSdUpZgksrXjz,Q185_1,8.0,2_70_O,
R_1cnhbMhuECa9fX5,Q185_1,44.0,2_70_O,
R_7Lu4QIq3X8HK6A4,Q185_1,11.0,2_70_O,
R_7UgTFkj1C6rNo5k,Q185_1,76.0,2_70_O,
R_7qW0qJgzLWxGmIp,Q185_1,19.0,2_70_O,
R_54vZUwQFpC5yYnU,Q185_1,19.0,2_70_O,
R_6pU0piaLpro8dYR,Q185_1,29.0,2_70_O,
R_11hm6t4X5BgCJer,Q185_1,76.0,2_70_O,
R_3SlsEB84RFtsYaB,Q185_1,64.0,2_70_O,
R_7TYziOVIPnw7Tt7,Q185_1,16.0,2_70_O,
R_3QgBlGFmAXQOOYo,Q185_1,63.0,2_70_O,
R_5exvTvnYGQxYHmk,Q185_1,10.0,2_70_O,
R_6qiVb9WslcV95D3,Q185_1,36.0,2_70_O,
R_3CkdS2pAdeypu10,Q185_1,28.0,2_70_O,
R_7rHfkVNs7QHbLag,Q185_1,-26.0,2_70_O,
R_1CCTScrn2uMkLvQ,Q185_1,86.0,2_70_O,
R_3lzeKfKWfV13bsI,Q185_1,25.0,2_70_O,
R_7q3oA2eiv1mVVXV,Q185_1,63.0,2_70_O,
R_3VvBfjYi2GDlIIN,Q185_1,46.0,2_70_O,
R_3ZUuSnuIJLb5zgZ,Q185_1,80.0,2_70_O,
R_72zc1kJ2g5kjTOH,Q185_1,53.0,2_70_O,
R_73llbEZEiEOM6dM,Q185_1,8.0,2_70_O,
R_5xIPzVntMqAeUQ9,Q185_1,45.0,2_70_O,
R_5GePeLf7FEDRdre,Q185_1,58.0,2_70_O,
R_6lIRnXl5iQUgYpj,Q185_1,-8.0,2_70_O,
R_3jpqjgXjaRUGHCx,Q185_1,92.0,2_70_O,
R_5ib6q2Swb0efZFF,Q185_1,49.0,2_70_O,
R_1NERt9E2i9XZDVC,Q185_1,64.0,2_70_O,
R_3CNngBqSh8JZci4,Q185_1,21.0,2_70_O,
R_1rrqhIVOa2CidYB,Q185_1,18.0,2_70_O,
R_17sqFUGKskSfCfu,Q185_1,31.0,2_70_O,
R_1JOYHQs6EmxyUbv,Q185_1,49.0,2_70_O,
R_5COrRguDcQhsanw,Q185_1,80.0,2_70_O,
R_5nyjrWnBQAAly1P,Q185_1,4.0,2_70_O,
R_3N2GrWz9K9xZojW,Q185_1,-36.0,2_70_O,
R_5dW9uuSSmK2iAff,Q185_1,100.0,2_70_O,
R_3uFR5h8zXLFLHLb,Q185_1,33.0,2_70_O,
R_1cTk4JpFTveIkoz,Q185_1,64.0,2_70_O,
R_6UW0Lrs0Xg0m5PN,Q185_1,83.0,2_70_O,
R_3uGD1JnZB7R76et,Q185_1,90.0,2_70_O,
R_5EuWWZqyvedjNXe,Q185_1,50.0,2_70_O,
R_1lLczv84whbk80U,Q185_1,11.0,2_70_O,
R_1Id5qj62HUwiyBm,Q185_1,4.0,2_70_O,
R_1dsJS0UUWqDvId3,Q185_1,51.0,2_70_O,
R_5hQ2E2VT84LrZSf,Q185_1,-5.0,2_70_O,
R_39bn3d5gFOxzYMr,Q185_1,-57.0,2_70_O,
R_3qoYnwai4eDTGkp,Q185_1,47.0,2_70_O,
R_5QFSUrEAbuWXQZ3,Q185_1,11.0,2_70_O,
R_342jRMCUa8BrKAF,Q185_1,47.0,2_70_O,
R_3EgstgVxibvqfeh,Q185_1,24.0,2_70_O,
R_6gz8jeGkaIWjWUh,Q185_1,41.0,2_70_O,
R_6efcBElj6FCvBmV,Q181_1,12.0,2_14_S,
R_6ONTIhMg73HcsJO,Q181_1,25.0,2_14_S,
R_7PLFHJcP1sCHknL,Q181_1,35.0,2_14_S,
R_5QgKsFptfykYF2a,Q181_1,55.0,2_14_S,
R_3rBtmvEFGlA2euY,Q181_1,28.0,2_14_S,
R_7YYzxAhoTh0JzDz,Q181_1,-14.0,2_14_S,
R_5el6gvrcCYCt9gm,Q181_1,-17.0,2_14_S,
R_1cS00YwPv0qYkwf,Q181_1,4.0,2_14_S,
R_6CPHrtuj7SP8UUC,Q181_1,57.0,2_14_S,
R_5BQMO4HCVitDKDr,Q181_1,59.0,2_14_S,
R_7D5CyBlRpKaBWlr,Q181_1,-66.0,2_14_S,
R_3FSbLaIbYu79r78,Q181_1,13.0,2_14_S,
R_3TiyiRowq9eTX8J,Q181_1,59.0,2_14_S,
R_6anxUAYCOl9WRmc,Q181_1,50.0,2_14_S,
R_5e50bw1UZocht0y,Q181_1,87.0,2_14_S,
R_3G3Y6hfZSzdgBIk,Q181_1,63.0,2_14_S,
R_5HSUjAwXWAqyfxD,Q181_1,19.0,2_14_S,
R_53uQeWN39gLkXLP,Q181_1,-100.0,2_14_S,
R_3mqn53rHOjfcngB,Q181_1,35.0,2_14_S,
R_1FQflkMldupaWLW,Q181_1,-5.0,2_14_S,
R_6ZNxkJ8czyVt7E1,Q181_1,24.0,2_14_S,
R_322x31PwAj0M5GN,Q181_1,40.0,2_14_S,
R_7wp3WmD3UFSKp9M,Q181_1,-28.0,2_14_S,
R_62Rs0EUUEsYnwXI,Q181_1,28.0,2_14_S,
R_1TxCWzBLCRYWFYl,Q181_1,21.0,2_14_S,
R_7TuVgZfkHx9dFMD,Q181_1,-15.0,2_14_S,
R_3np9puN9JlT7IH3,Q181_1,14.0,2_14_S,
R_36lHnpb15HnFYdh,Q181_1,21.0,2_14_S,
R_3GO2G8l7RjVyHoR,Q181_1,-32.0,2_14_S,
